Frame,WallSeconds,DeltaMs,CpuInputAndUiMs,CpuCelestialTickMs,CpuEditorAndPanelsMs,CpuSimulationAndInterfaceMs,CpuScenePushMs,CpuRecordAndPresentMs,CpuFrameCapWaitMs,GpuValid,GpuCullMs,GpuRasterMs,GpuHiZMs,GpuResolveMs,GpuKernelMs,GpuShadowMs,GpuRestirMs,GpuPostMs,GpuSkyMs,GpuVolumeMs,ClusterTotal,ClustersVisible,TrianglesDrawn,Fps,ResidentMiB
733,241.0289,100.0000,0.7551,0.0183,2.9895,0.0547,0.0093,183.1170,0.0010,1,0.0962,9.2975,0.0875,1.7121,176.2582,0.0000,176.2582,3.0008,0.0000,0.0000,2046,1983,223430,15.42,846.4
734,241.2158,100.0000,0.3858,0.0213,2.9205,0.0623,0.0192,185.3169,0.0012,1,0.1030,8.8970,0.0843,1.8742,174.0029,0.0000,174.0029,3.0201,0.0000,0.0000,2046,1983,223430,15.42,846.4
735,241.4045,100.0000,0.9450,0.0210,4.1502,0.0835,0.0144,378.4770,0.0015,1,0.0970,9.4514,0.0853,1.5379,175.6086,0.0000,175.6086,3.0197,0.0000,0.0000,2046,1983,223430,15.23,846.4
736,241.7883,100.0000,0.7231,0.0196,4.9768,0.0770,0.0119,4.0268,0.0023,1,0.1029,10.2449,0.0853,2.2488,176.3811,0.0000,176.3811,3.0091,0.0000,0.0000,2046,1983,223430,15.13,847.1
737,241.7981,9.8444,1.0893,0.0132,3.3061,0.0610,0.0117,176.9422,0.0019,1,0.0906,9.0515,0.0846,1.5538,173.3701,0.0000,173.3701,3.0084,0.0000,0.0000,2046,1983,223430,15.20,847.1
738,241.9795,100.0000,0.5448,0.0179,3.0791,0.0575,0.0116,373.1668,0.0017,1,0.0874,8.8123,0.0840,1.4561,171.1565,0.0000,171.1565,3.0238,0.0000,0.0000,2046,1983,223430,15.11,847.1
739,242.3564,100.0000,0.6096,0.0182,2.6021,0.0701,0.0128,3.3593,0.0019,1,0.1080,10.1947,0.0858,2.2385,176.0315,0.0000,176.0315,3.0121,0.0000,0.0000,2046,1983,223430,15.01,847.1
740,242.3631,6.6872,0.0982,0.0255,3.1729,0.0622,0.0112,183.8492,0.0012,1,0.0857,11.1092,0.0861,1.4882,172.2278,0.0000,172.2278,3.0078,0.0000,0.0000,2046,1983,223430,15.09,847.1
741,242.5503,100.0000,0.9168,0.0180,3.6057,0.0903,0.0154,179.6684,0.0011,1,0.0992,10.5798,0.0840,2.0111,169.5645,0.0000,169.5645,3.0155,0.0000,0.0000,2046,1983,223430,14.99,847.1
742,242.7347,100.0000,0.4021,0.0193,3.5671,0.0725,0.0145,183.8929,0.0016,1,0.1164,10.4747,0.0840,2.0428,172.4378,0.0000,172.4378,3.0263,0.0000,0.0000,2046,1983,223430,14.89,847.1
743,242.9226,100.0000,1.1018,0.0191,2.9734,0.0621,0.0117,175.9277,0.0011,1,0.0884,9.0269,0.0840,1.3558,164.5443,0.0000,164.5443,3.0063,0.0000,0.0000,2046,1983,223430,14.80,855.1
744,243.1027,100.0000,0.6090,0.0172,3.0432,0.0820,0.0155,179.0336,0.0016,1,0.1003,9.4888,0.0853,2.3981,167.0992,0.0000,167.0992,3.0162,0.0000,0.0000,2046,1983,223430,14.71,855.1
745,243.2856,100.0000,1.4375,0.0206,3.5570,0.0810,0.0150,176.6524,0.0014,1,0.0874,8.6511,0.0846,1.5763,168.3735,0.0000,168.3735,3.0199,0.0000,0.0000,2046,1983,223430,14.70,855.1
746,243.4673,100.0000,0.6383,0.0159,2.6120,0.0610,0.0117,179.9218,0.0012,1,0.0959,9.1588,0.0840,1.6507,167.7592,0.0000,167.7592,3.0276,0.0000,0.0000,2046,1983,223430,14.53,855.1
747,243.6506,100.0000,0.7713,0.0194,3.3831,0.0704,0.0131,173.7204,0.0013,1,0.0862,8.6123,0.0859,1.4143,163.9000,0.0000,163.9000,3.0110,0.0000,0.0000,2046,1983,223430,14.45,855.1
748,243.8286,100.0000,0.6053,0.0163,2.5533,0.0584,0.0099,173.1430,0.0011,1,0.0848,8.9508,0.0842,1.3169,161.9779,0.0000,161.9779,3.0044,0.0000,0.0000,2046,1983,223430,14.45,858.1
749,244.0050,100.0000,0.0845,0.0185,4.9007,0.0634,0.0097,171.4940,0.0013,1,0.0846,8.1575,0.0856,1.2896,164.0276,0.0000,164.0276,3.0098,0.0000,0.0000,2046,1983,223430,14.29,858.1
750,244.1816,100.0000,0.9048,0.0162,2.5020,0.0610,0.0108,171.9479,0.0012,1,0.0945,8.8383,0.0855,1.4399,161.7772,0.0000,161.7772,2.9863,0.0000,0.0000,2046,1983,223430,14.22,858.1
751,244.3570,100.0000,1.9494,0.0148,4.1780,0.0801,0.0203,171.7021,0.0013,1,0.0896,8.5161,0.0856,1.7055,164.3793,0.0000,164.3793,3.0060,0.0000,0.0000,2046,1983,223430,14.17,858.1
752,244.5350,100.0000,0.6059,0.0205,2.4735,0.0620,0.0112,172.6732,0.0012,1,0.0982,9.6596,0.0850,1.4133,160.8615,0.0000,160.8615,3.0001,0.0000,0.0000,2046,1983,223430,14.12,858.1
753,244.7108,100.0000,0.6694,0.0157,4.4027,0.0625,0.0097,169.8288,0.0018,1,0.0878,8.9907,0.0850,1.3081,160.5292,0.0000,160.5292,3.0037,0.0000,0.0000,2046,1983,223430,14.12,864.8
754,244.8858,100.0000,0.6707,0.0169,3.6794,0.0610,0.0129,173.5575,0.0013,1,0.0919,8.8867,0.0849,1.4255,163.4107,0.0000,163.4107,2.9872,0.0000,0.0000,2046,1983,223430,13.96,864.8
755,245.0639,100.0000,0.6528,0.0175,4.4051,0.0661,0.0117,168.0626,0.0020,1,0.0871,8.2243,0.0840,1.6000,159.3621,0.0000,159.3621,3.0197,0.0000,0.0000,2046,1983,223430,13.90,864.8
756,245.2371,100.0000,0.7161,0.0171,3.1679,0.0655,0.0123,171.7725,0.0019,1,0.0921,9.8782,0.0853,1.5344,161.9547,0.0000,161.9547,2.9685,0.0000,0.0000,2046,1983,223430,13.84,864.8
757,245.4128,100.0000,0.0689,0.0152,2.6341,0.0880,0.0141,173.0399,0.0016,1,0.0870,8.6959,0.0851,1.2790,159.9949,0.0000,159.9949,2.9879,0.0000,0.0000,2046,1983,223430,13.78,864.8
758,245.5887,100.0000,1.1135,0.0180,2.7039,0.0573,0.0110,169.2595,0.0016,1,0.0827,8.4360,0.0855,1.2860,160.7768,0.0000,160.7768,2.9876,0.0000,0.0000,2046,1983,223430,13.73,864.9
759,245.7619,100.0000,0.2359,0.0193,4.6178,0.0805,0.0146,348.1791,0.0013,1,0.0889,9.5445,0.0843,1.6772,164.0553,0.0000,164.0553,2.9817,0.0000,0.0000,2046,1983,223430,13.68,864.9
760,246.1150,100.0000,1.4171,0.0159,4.9549,0.0636,0.0105,3.7448,0.0008,1,0.0852,8.3346,0.0858,1.5531,158.8405,0.0000,158.8405,2.9710,0.0000,0.0000,2046,1983,223430,13.68,864.9
761,246.1253,10.2140,0.5894,0.0157,2.7908,0.0525,0.0096,162.2051,0.0011,1,0.0831,8.3112,0.0857,1.4026,159.3127,0.0000,159.3127,2.9770,0.0000,0.0000,2046,1983,223430,13.68,864.9
762,246.2909,100.0000,0.3614,0.0174,2.2544,0.0548,0.0101,169.6744,0.0015,1,0.0829,8.1406,0.0847,1.2625,159.0455,0.0000,159.0455,2.9595,0.0000,0.0000,2046,1983,223430,13.62,864.9
763,246.4633,100.0000,0.6710,0.0139,2.2326,0.0522,0.0089,169.8175,0.0010,1,0.0870,8.0090,0.0845,1.3681,159.9052,0.0000,159.9052,2.9579,0.0000,0.0000,2046,1983,223430,13.57,864.9
764,246.6362,100.0000,0.5148,0.0172,2.8215,0.0457,0.0084,358.3740,0.0017,1,0.0882,9.1914,0.0853,1.2780,157.1613,0.0000,157.1613,2.9677,0.0000,0.0000,2046,1983,223430,13.54,866.2
765,246.9980,100.0000,0.5782,0.0141,1.9411,0.0559,0.0097,3.1795,0.0014,1,0.0804,7.7910,0.0840,1.2288,178.2372,0.0000,178.2372,2.8832,0.0000,0.0000,2046,1983,223430,13.47,866.2
766,247.0038,5.7972,0.0654,0.0166,2.4432,0.0767,0.0147,184.9155,0.0012,1,0.0886,8.5646,0.0841,1.5972,175.3048,0.0000,175.3048,2.8727,0.0000,0.0000,2046,1983,223430,13.58,866.2
767,247.1914,100.0000,0.6580,0.0173,2.9533,0.0708,0.0128,186.1054,0.0011,1,0.0828,8.8549,0.0844,1.2364,176.9832,0.0000,176.9832,2.8935,0.0000,0.0000,2046,1983,223430,13.58,866.2
768,247.3812,100.0000,0.5799,0.0158,2.5504,0.0587,0.0106,188.7420,0.0012,1,0.0861,8.1736,0.0845,1.2453,178.9208,0.0000,178.9208,2.8879,0.0000,0.0000,2046,1983,223430,13.58,866.2
769,247.5732,100.0000,0.3685,0.0150,3.0068,0.0759,0.0163,187.9279,0.0014,1,0.0908,9.1850,0.0851,1.7081,177.0326,0.0000,177.0326,2.8927,0.0000,0.0000,2046,1983,223430,13.44,866.2
770,247.7646,100.0000,0.6268,0.0149,2.5124,0.0590,0.0095,186.3696,0.0015,1,0.0842,8.1322,0.0842,1.2452,176.1785,0.0000,176.1785,2.8857,0.0000,0.0000,2046,1983,223430,13.39,927.7
771,247.9542,100.0000,0.1032,0.0169,2.7689,0.0816,0.0160,185.5691,0.0016,1,0.0883,8.5651,0.0860,1.6948,173.6494,0.0000,173.6494,2.9075,0.0000,0.0000,2046,1983,223430,13.35,927.7
772,248.1427,100.0000,0.0786,0.0183,2.8629,0.0654,0.0115,177.2711,0.0013,1,0.0871,9.2942,0.0848,1.2657,168.0076,0.0000,168.0076,2.9492,0.0000,0.0000,2046,1983,223430,13.32,927.7
773,248.3231,100.0000,0.0633,0.0155,2.1747,0.0509,0.0098,178.1175,0.0016,1,0.0818,8.5544,0.0840,1.2370,166.1882,0.0000,166.1882,2.9658,0.0000,0.0000,2046,1983,223430,13.28,927.7
774,248.5035,100.0000,0.0702,0.0153,2.1173,0.0613,0.0117,177.6255,0.0009,1,0.0865,8.2662,0.0840,1.4543,166.7241,0.0000,166.7241,2.9671,0.0000,0.0000,2046,1983,223430,13.24,927.7
775,248.6834,100.0000,0.0971,0.0175,2.4615,0.0737,0.0103,352.5061,0.0010,1,0.0835,8.4544,0.0840,1.2446,165.7263,0.0000,165.7263,2.9899,0.0000,0.0000,2046,1983,223430,13.21,928.3
776,249.0386,100.0000,0.0829,0.0154,2.6090,0.0602,0.0112,3.5679,0.0015,1,0.0859,8.7839,0.0849,1.5045,162.2580,0.0000,162.2580,3.0011,0.0000,0.0000,2046,1983,223430,13.17,928.3
777,249.0450,6.3556,0.0641,0.0152,2.6713,0.0518,0.0066,174.9416,0.0010,1,0.0911,8.3969,0.0859,1.5712,165.4812,0.0000,165.4812,2.9917,0.0000,0.0000,2046,1983,223430,13.27,928.3
778,249.2227,100.0000,0.0807,0.0179,4.1151,0.0961,0.0143,342.8030,0.0009,1,0.0816,8.0504,0.0844,1.2309,162.2505,0.0000,162.2505,3.0152,0.0000,0.0000,2046,1983,223430,13.24,928.3
779,249.5698,100.0000,0.0704,0.0572,3.7814,0.1564,0.0229,4.2424,0.0013,1,0.0806,8.0798,0.0850,1.2283,160.7871,0.0000,160.7871,3.0063,0.0000,0.0000,2046,1983,223430,13.19,928.3
780,249.5782,8.3401,0.0949,0.0119,3.5311,0.0592,0.0084,169.2042,0.0010,1,0.1074,8.8280,0.0841,1.5552,163.6422,0.0000,163.6422,3.0282,0.0000,0.0000,2046,1983,223430,13.29,928.3
781,249.7511,100.0000,0.0676,0.0152,3.1578,0.0630,0.0104,342.8920,0.0011,1,0.0832,7.9658,0.0843,1.2836,160.1137,0.0000,160.1137,3.0059,0.0000,0.0000,2046,1983,223430,13.25,928.3
782,250.0973,100.0000,0.0904,0.0160,3.1964,0.0755,0.0125,3.9963,0.0015,1,0.0810,7.8189,0.0840,1.2294,161.2979,0.0000,161.2979,3.0104,0.0000,0.0000,2046,1983,223430,13.21,928.4
783,250.1809,83.5657,0.5528,0.0129,3.9708,0.0597,0.0094,117.2049,0.0013,1,0.0845,8.7538,0.0841,1.3596,188.7733,0.0000,188.7733,3.0285,0.0000,0.0000,2046,1983,223430,13.19,928.4
784,250.3027,100.0000,0.0675,0.0157,2.1901,0.0568,0.0119,172.1824,0.0015,1,0.0869,8.4177,0.0844,1.2411,160.4762,0.0000,160.4762,3.0087,0.0000,0.0000,2046,1983,223430,13.15,928.4
785,250.4772,100.0000,1.5993,0.0150,2.8460,0.0461,0.0070,168.5976,0.0013,1,0.0802,8.0136,0.0850,1.3066,160.0143,0.0000,160.0143,3.0168,0.0000,0.0000,2046,1983,223430,13.11,928.4
786,250.6504,100.0000,0.5891,0.0159,3.8543,0.0679,0.0104,168.9708,0.0010,1,0.0822,8.4800,0.0840,1.2575,159.6835,0.0000,159.6835,3.0006,0.0000,0.0000,2046,1983,223430,13.07,928.4
787,250.8239,100.0000,0.7030,0.0218,3.4835,0.0781,0.0124,169.7851,0.0018,1,0.0836,8.3370,0.0841,1.3310,160.4572,0.0000,160.4572,3.0042,0.0000,0.0000,2046,1983,223430,13.02,928.4
788,250.9980,100.0000,0.4530,0.0152,3.0792,0.0787,0.0149,172.6291,0.0011,1,0.0834,8.4594,0.0844,1.5594,160.1352,0.0000,160.1352,3.0221,0.0000,0.0000,2046,1983,223430,13.02,774.6
789,251.1743,100.0000,0.9462,0.0194,2.6584,0.0529,0.0079,165.4023,0.0012,1,0.0834,8.5329,0.0852,1.2694,158.7938,0.0000,158.7938,3.0108,0.0000,0.0000,2046,1983,223430,12.89,774.6
790,251.3434,100.0000,0.6395,0.0155,1.9285,0.0606,0.0089,189.2401,0.0010,1,0.0953,8.0558,0.0840,1.2786,178.7618,0.0000,178.7618,3.0058,0.0000,0.0000,2046,1983,223430,12.85,774.6
791,251.5353,100.0000,0.0633,0.0139,2.8747,0.0580,0.0105,189.8073,0.0012,1,0.0916,8.4828,0.0849,1.2321,177.1454,0.0000,177.1454,3.0057,0.0000,0.0000,2046,1983,223430,12.81,774.6
792,251.7281,100.0000,0.0818,0.0188,3.5557,0.0724,5.1191,338.7166,0.0013,1,0.1204,8.7183,0.0840,1.5011,163.3423,0.0000,163.3423,2.9943,0.0000,0.0000,2046,1983,223430,12.76,774.6
793,252.0757,100.0000,0.0716,0.0147,2.3985,0.0752,0.0156,3.8529,0.0012,1,0.0926,8.9374,0.0860,1.5050,158.1968,0.0000,158.1968,2.9933,0.0000,0.0000,2046,1983,223430,12.76,743.8
794,252.0821,6.4369,0.0572,0.0156,2.3702,0.0593,0.0102,177.7706,0.0009,1,0.0963,8.5879,0.0850,1.3103,169.9098,0.0000,169.9098,3.0056,0.0000,0.0000,2046,1983,223430,12.76,743.8
795,252.2624,100.0000,0.0567,0.0136,1.7246,0.0440,0.0088,172.5004,0.0013,1,0.0917,8.1658,0.0846,1.2899,159.4248,0.0000,159.4248,2.9884,0.0000,0.0000,2046,1983,223430,12.72,743.8
796,252.4368,100.0000,0.0978,0.0206,3.5632,0.0845,0.0153,184.1673,0.0008,1,0.0931,8.1074,0.0860,1.2694,176.2503,0.0000,176.2503,2.9936,0.0000,0.0000,2046,1983,223430,12.72,743.8
797,252.6247,100.0000,0.0611,0.0139,3.0852,0.0613,0.0097,202.3803,0.0008,1,0.0916,8.9231,0.0849,1.7277,191.6252,0.0000,191.6252,2.9971,0.0000,0.0000,2046,1983,223430,12.59,743.8
798,252.8303,100.0000,0.0599,0.0148,2.3429,0.0497,0.0086,177.8105,0.0013,1,0.0936,8.6306,0.0873,1.5380,165.6219,0.0000,165.6219,2.9798,0.0000,0.0000,2046,1983,223430,12.55,743.8
799,253.0106,100.0000,0.1177,0.0181,3.4652,0.0413,0.0065,346.4017,0.0016,1,0.0873,8.8014,0.0860,1.2891,163.3444,0.0000,163.3444,2.9852,0.0000,0.0000,2046,1983,223430,12.51,743.8
800,253.3607,100.0000,0.8119,0.0207,5.1739,0.0991,0.0189,6.1418,0.0011,1,0.0955,7.9045,0.0842,1.3647,158.2655,0.0000,158.2655,2.9788,0.0000,0.0000,2046,1983,223430,12.47,743.8
801,253.3730,12.2770,0.0725,0.0209,4.5856,0.0792,0.0125,180.9277,0.0017,1,0.0937,8.6205,0.0859,1.3168,181.2890,0.0000,181.2890,2.9799,0.0000,0.0000,2046,1983,223430,12.58,743.8
802,253.5587,100.0000,0.0631,0.0148,2.7030,0.0625,0.0099,184.5333,0.0016,1,0.0872,8.0439,0.0840,1.5958,163.1144,0.0000,163.1144,2.9724,0.0000,0.0000,2046,1983,223430,12.46,743.8
803,253.7461,100.0000,4.8590,0.0258,5.4087,0.1065,0.0134,156.8344,0.0013,1,0.0839,7.7760,0.0853,1.2309,164.5514,0.0000,164.5514,2.9717,0.0000,0.0000,2046,1983,223430,12.42,743.8
804,253.9133,100.0000,0.8184,0.0197,2.0515,0.0488,0.0083,197.3726,0.0012,1,0.1287,9.2834,0.0857,1.8150,183.4401,0.0000,183.4401,2.9744,0.0000,0.0000,2046,1983,223430,12.38,743.8
805,254.1137,100.0000,1.3603,0.0171,3.2000,0.0681,0.0097,214.0908,0.0010,1,0.0933,7.9797,0.0850,1.6320,207.0144,0.0000,207.0144,3.2090,0.0000,0.0000,2046,1888,212786,12.34,743.8
806,254.3325,100.0000,0.9012,0.0183,3.1706,0.0495,0.0087,217.0073,0.0008,1,0.0916,8.0159,0.0860,1.1495,208.1598,0.0000,208.1598,3.0641,0.0000,0.0000,2046,1871,211078,12.30,743.8
807,254.5536,100.0000,0.4465,0.0143,2.1159,0.0531,0.0095,213.8848,0.0010,1,0.0989,7.9714,0.0873,1.2631,203.8667,0.0000,203.8667,2.8934,0.0000,0.0000,2046,1828,208398,12.26,743.8
808,254.7702,100.0000,1.2651,0.0165,2.0103,0.0495,0.0091,374.2426,0.0013,1,0.1185,7.4663,0.0878,1.1403,181.2531,0.0000,181.2531,2.7234,0.0000,0.0000,2046,1821,205126,12.21,743.8
809,255.1478,100.0000,1.8881,0.0643,3.1720,0.0633,0.0115,3.3787,0.0010,1,0.0904,7.5025,0.0865,1.0875,171.9889,0.0000,171.9889,2.6564,0.0000,0.0000,2046,1796,201966,12.18,743.8
810,255.1564,8.5948,0.9374,0.0133,2.1156,0.0466,0.0088,194.7587,0.0011,1,0.0840,8.0834,0.0845,1.3228,191.1273,0.0000,191.1273,2.5557,0.0000,0.0000,2046,1856,208974,12.25,743.8
811,255.3543,100.0000,3.0933,0.0173,2.1782,0.0534,0.0095,194.6816,0.0012,1,0.0910,8.1101,0.0826,1.4316,187.4150,0.0000,187.4150,2.4828,0.0000,0.0000,2046,1978,222548,12.21,743.8
812,255.5543,100.0000,1.4297,0.0115,1.4676,0.0423,0.0075,197.7577,0.0010,1,0.1244,8.2279,0.0864,1.6337,186.0332,0.0000,186.0332,2.4827,0.0000,0.0000,2046,1979,222676,12.21,743.8
813,255.7551,100.0000,3.5437,0.0363,2.7918,0.0550,0.0084,355.8236,0.0011,1,0.0940,8.5442,0.0838,1.2780,177.4178,0.0000,177.4178,2.4314,0.0000,0.0000,2046,1989,223874,12.17,743.8
814,256.1173,100.0000,0.5179,0.0164,2.8241,0.0738,0.0145,3.6703,0.0014,1,0.0944,8.0675,0.0843,1.3135,160.0163,0.0000,160.0163,2.4741,0.0000,0.0000,2046,1992,224132,12.06,743.8
815,256.1245,7.1356,0.4306,0.0167,2.7278,0.0634,0.0129,181.5508,0.0019,1,0.0936,9.2948,0.0829,1.3681,174.1413,0.0000,174.1413,2.6154,0.0000,0.0000,2046,1986,223546,12.13,743.8
816,256.3093,100.0000,1.3028,0.0183,2.1843,0.0599,0.0105,379.9469,0.0014,1,0.0848,8.5052,0.0840,1.3073,180.3869,0.0000,180.3869,2.5646,0.0000,0.0000,2046,1990,223954,12.09,743.8
817,256.6928,100.0000,0.7889,0.0189,2.6116,0.0611,0.0106,3.7308,0.0018,1,0.0877,8.7593,0.0860,1.2222,176.0757,0.0000,176.0757,2.5442,0.0000,0.0000,2046,1990,223954,12.06,786.6
818,256.7001,7.2443,0.2836,0.0220,3.4424,0.0633,0.0094,192.4216,0.0014,1,0.1106,8.7026,0.0843,1.7985,185.9660,0.0000,185.9660,2.5176,0.0000,0.0000,2046,1981,223032,12.13,786.6
819,256.8963,100.0000,0.9428,0.0193,2.4211,0.0744,0.0141,396.8403,0.0014,1,0.0975,9.0991,0.0839,1.2876,185.3897,0.0000,185.3897,2.4733,0.0000,0.0000,2046,1986,223820,12.09,786.6
820,257.2967,100.0000,0.7869,0.0191,2.5924,0.0770,0.0166,4.5114,0.0016,1,0.0853,9.5073,0.0854,1.2248,188.3414,0.0000,188.3414,2.4882,0.0000,0.0000,2046,1986,223820,12.05,786.6
821,257.3047,8.0264,0.2323,0.0222,2.5970,0.0779,0.0145,197.2828,0.0009,1,0.1067,10.3023,0.0840,2.2276,189.5725,0.0000,189.5725,2.3547,0.0000,0.0000,2046,1969,221696,12.13,786.6
822,257.5049,100.0000,0.7161,0.0178,1.9410,0.0719,0.0156,380.8652,0.0011,1,0.1074,7.8461,0.0850,1.3437,180.5755,0.0000,180.5755,2.2167,0.0000,0.0000,2046,1755,197504,12.09,786.6
823,257.8886,100.0000,0.9902,0.0175,2.3834,0.0842,0.0135,4.3472,0.0011,1,0.0968,8.2596,0.0844,1.1776,179.2160,0.0000,179.2160,2.1971,0.0000,0.0000,2046,1748,196800,12.09,786.6
824,257.8964,7.8549,0.1745,0.0170,2.6011,0.0543,0.0088,180.4813,0.0015,1,0.0895,7.7684,0.0871,1.2677,175.1086,0.0000,175.1086,2.1335,0.0000,0.0000,2046,1648,185616,12.10,786.6
825,258.0798,100.0000,0.0755,0.0159,2.0545,0.0635,0.0117,369.1714,0.0015,1,0.0823,7.1539,0.0876,0.9314,174.8222,0.0000,174.8222,2.1372,0.0000,0.0000,2046,1570,176848,12.05,809.2
826,258.4512,100.0000,0.4263,0.0179,2.8478,0.0644,0.0122,3.9817,0.0015,1,0.0810,6.7887,0.0860,1.0223,176.2520,0.0000,176.2520,2.1376,0.0000,0.0000,2046,1570,176848,12.00,809.2
827,258.4586,7.3888,0.0795,0.0146,2.9414,0.0567,0.0098,181.8882,0.0013,1,0.0830,6.4723,0.0862,1.1391,176.8820,0.0000,176.8820,2.2510,0.0000,0.0000,2046,1573,177040,12.08,809.2
828,258.6436,100.0000,0.0707,0.0177,4.0619,0.0892,0.0109,181.9753,0.0011,1,0.0883,6.4750,0.0876,1.1112,176.2645,0.0000,176.2645,2.3096,0.0000,0.0000,2046,1578,177744,12.08,809.2
829,258.8299,100.0000,0.4359,0.0172,2.9228,0.0923,0.0146,186.8601,0.0012,1,0.0826,6.6790,0.0866,1.4454,178.1079,0.0000,178.1079,2.3189,0.0000,0.0000,2046,1578,177744,11.97,809.2
830,259.0202,100.0000,0.0736,0.0175,4.2812,0.0653,0.0104,351.7040,0.0015,1,0.0872,6.4858,0.0878,1.1699,165.6053,0.0000,165.6053,2.3512,0.0000,0.0000,2046,1600,180302,11.92,809.2
831,259.3764,100.0000,1.5263,0.0194,4.1917,0.0775,0.0141,5.5795,0.0010,1,0.0828,6.4731,0.0868,1.3831,168.1938,0.0000,168.1938,2.3636,0.0000,0.0000,2046,1626,183406,11.92,803.0
832,259.3878,11.4241,0.5798,0.0152,3.7924,0.0856,0.0125,166.5459,0.0011,1,0.0825,6.5540,0.0883,1.3701,166.7456,0.0000,166.7456,2.3352,0.0000,0.0000,2046,1657,186798,11.91,803.0
833,259.5589,100.0000,0.1084,0.0153,3.2412,0.0583,0.0104,359.6525,0.0009,1,0.0906,6.6202,0.0884,1.2694,167.3242,0.0000,167.3242,2.3058,0.0000,0.0000,2046,1668,188014,11.87,803.0
834,259.9220,100.0000,0.2579,0.0180,3.5743,0.0861,0.0165,5.3507,0.0010,1,0.0900,7.0429,0.0884,1.5540,172.8237,0.0000,172.8237,2.3156,0.0000,0.0000,2046,1670,188206,11.84,803.0
835,259.9313,9.3174,0.0564,0.0136,3.6240,0.0615,0.0104,169.5147,0.0011,1,0.0877,7.2974,0.0881,1.4400,167.4835,0.0000,167.4835,2.3079,0.0000,0.0000,2046,1671,188334,11.90,803.0
836,260.1046,100.0000,1.0446,0.0181,2.1492,0.0441,0.0074,186.5684,0.0013,1,0.0838,7.0429,0.0901,1.3599,176.3754,0.0000,176.3754,2.3239,0.0000,0.0000,2046,1716,193486,11.86,803.0
837,260.2944,100.0000,0.2432,0.0234,3.3953,0.0649,0.0122,181.7419,0.0013,1,0.0912,7.2852,0.0894,1.4521,175.0871,0.0000,175.0871,2.3304,0.0000,0.0000,2046,1716,193486,11.83,803.0
838,260.4799,100.0000,0.4755,0.0217,3.2293,0.0770,0.0134,197.2180,0.0012,1,0.0828,7.2827,0.0902,1.5831,189.5378,0.0000,189.5378,2.3715,0.0000,0.0000,2046,1778,200444,11.79,797.6
839,260.6810,100.0000,0.6014,0.0166,2.8506,0.0652,0.0125,215.5029,0.0015,1,0.0950,8.0717,0.0905,1.6241,204.4699,0.0000,204.4699,2.4580,0.0000,0.0000,2046,1802,203100,11.75,797.6
840,260.9001,100.0000,0.9666,0.0163,3.1277,0.0628,0.0105,212.6178,0.0011,1,0.0832,7.0805,0.0905,1.6797,205.6362,0.0000,205.6362,2.4733,0.0000,0.0000,2046,1813,204380,11.71,797.6
841,261.1169,100.0000,0.0779,0.0197,2.7710,0.0562,0.0099,215.2103,0.0012,1,0.0931,7.1492,0.0915,1.5380,207.1588,0.0000,207.1588,2.4683,0.0000,0.0000,2046,1818,204828,11.68,797.6
842,261.3351,100.0000,0.3673,0.0138,2.7451,0.0648,0.0143,213.9198,0.0015,1,0.0851,7.1167,0.0919,1.5865,205.4346,0.0000,205.4346,2.4480,0.0000,0.0000,2046,1827,205980,11.64,797.6
843,261.6543,100.0000,0.9364,0.0165,3.1314,0.0635,0.0102,141.9715,0.0014,1,0.0890,7.7728,0.0918,1.8022,233.3321,0.0000,233.3321,2.4370,0.0000,0.0000,2046,1842,207644,11.60,790.3
844,261.8005,100.0000,0.0767,0.0177,3.4218,0.0691,0.0130,209.6793,0.0011,1,0.0842,7.5788,0.0900,1.8198,202.7327,0.0000,202.7327,2.4368,0.0000,0.0000,2046,1855,209116,11.60,790.3
845,262.0138,100.0000,0.4311,0.0171,2.1448,0.0561,0.0116,212.4615,0.0009,1,0.0898,7.6029,0.0901,1.5464,199.9739,0.0000,199.9739,2.4358,0.0000,0.0000,2046,1860,209692,11.60,790.3
846,262.2289,100.0000,1.8908,0.0189,2.1990,0.0472,0.0079,421.0473,0.0013,1,0.0956,7.8088,0.0900,1.5449,202.3216,0.0000,202.3216,2.4450,0.0000,0.0000,2046,1865,210326,11.50,790.3
847,262.6542,100.0000,1.2558,0.0222,2.0622,0.0846,0.0169,3.6396,0.0014,1,0.0847,7.1905,0.0898,1.8719,199.8284,0.0000,199.8284,2.4415,0.0000,0.0000,2046,1865,210326,11.50,790.3
848,262.6613,7.1016,0.3474,0.0668,2.0942,0.0430,0.0072,212.4121,0.0009,1,0.1378,6.4188,0.0874,1.8699,207.6503,0.0000,207.6503,2.7134,0.0000,0.0000,2046,1509,169980,11.61,790.3
849,262.8763,100.0000,0.5695,0.0158,2.7040,0.0468,0.0084,236.0780,0.0013,1,0.0780,4.7852,0.0866,1.0061,226.6200,0.0000,226.6200,2.8441,0.0000,0.0000,2046,1146,129184,11.61,813.2
850,263.1157,100.0000,1.3425,0.0169,4.0068,0.0846,0.0169,225.2718,0.0007,1,0.0819,4.7351,0.0881,1.4849,222.6195,0.0000,222.6195,2.8567,0.0000,0.0000,2046,1143,128800,11.61,813.2
